brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_Mile,Luxury_Brand,High_Mileage,Vehicle_Age_Group
Jaguar,XK Base,2007,56000,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,18000,19,0.32142857142857145,0,0,Old
Honda,Civic EX,2020,13935,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,26000,6,1.865805525654826,0,0,Moderate
Subaru,Impreza 2.0i,2019,30000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,21250,7,0.7083333333333334,0,0,Moderate
Saab,9-3 Aero,2009,106000,Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,12950,17,0.12216981132075472,0,1,Old
BMW,650 Gran Coupe i xDrive,2014,82978,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,18700,12,0.22536093904408397,1,0,Old
Jeep,Wrangler Unlimited Sport,2018,58500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,35000,8,0.5982905982905983,0,0,Moderate
Ford,F-350 King Ranch,2015,92421,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,None reported,Yes,51900,11,0.5615606842600708,0,0,Old
Mazda,CX-30 Preferred,2020,9927,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,27518,6,2.7720358617910748,0,0,Moderate
Jeep,Wrangler Sport,2000,122945,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,Brown,None reported,Yes,13900,26,0.11305868477774615,0,1,Very Old
Lexus,RX 330 Base,2006,110250,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11000,20,0.09977324263038549,1,1,Old
INFINITI,QX56 Base,2011,103010,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,13500,15,0.13105523735559654,0,1,Old
Hyundai,Veloster Value Edition,2017,55359,Gasoline,1.6L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Ironman Silver,Black,None reported,Unknown,15599,9,0.28177893386802505,0,0,Moderate
Chevrolet,Silverado 1500 LT Extended Cab,2002,118500,Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,5900,24,0.049789029535864976,0,1,Very Old
Rivian,R1S Launch Edition,2022,7800,Unknown,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,92500,4,11.85897435897436,0,0,New
Land,Rover Range Rover HSE SWB,2020,41500,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Gray,None reported,Yes,68000,6,1.6385542168674698,0,0,Moderate
BMW,M4 Base,2020,28000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,59900,6,2.1392857142857142,1,0,Moderate
Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,24500,12,0.45794392523364486,1,0,Old
Honda,Accord Hybrid Base,2021,33523,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Lunar Silver Metallic,Gray,None reported,Unknown,28748,5,0.8575604808638845,0,0,New
Toyota,Prius v Three,2016,86300,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000,10,0.2085747392815759,0,0,Moderate
Subaru,WRX Premium,2022,7738,Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,At least 1 accident or damage reported,Yes,33000,4,4.264667872835358,0,0,New
Bentley,Bentayga Speed,2020,22001,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,173995,6,7.908504158901868,0,0,Moderate
Ford,Explorer ST,2022,14361,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,51500,4,3.586101246431307,0,0,New
Chevrolet,Suburban LT,2016,98000,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,30000,10,0.30612244897959184,0,0,Moderate
Chevrolet,Silverado 1500 Limited Custom,2022,30455,Gasoline,2.7 Liter DOHC Turbo,Automatic,Summit White,Jet Black,None reported,Unknown,37698,4,1.2378263010999835,0,0,New
Ford,Explorer Platinum,2020,64552,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Ebony,At least 1 accident or damage reported,Yes,36750,6,0.5693084644937415,0,0,Moderate
Lexus,RX 350 Base,2017,103866,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,24700,9,0.23780640440567655,1,1,Moderate
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,35650,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,57999,7,1.6269004207573632,0,0,Moderate
Ford,Explorer Platinum,2021,64957,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Light Slate,None reported,Yes,39979,5,0.6154686946749388,0,0,New
Dodge,Challenger SRT8 392,2012,33700,–,–,6-Speed M/T,Black,Black,None reported,Yes,33500,14,0.9940652818991098,0,0,Old
Chevrolet,Equinox 2LT,2012,96653,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,7500,14,0.07759717753199591,0,0,Old
Dodge,Challenger SXT,2022,29500,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,31000,4,1.0508474576271187,0,0,New
Porsche,911 Carrera,2021,7400,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,Unknown,Unknown,116999,5,15.810675675675675,1,0,New
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15900,14,0.23043478260869565,0,0,Old
Lexus,GX 470 Base,2005,198000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15500,21,0.07828282828282829,1,1,Very Old
Porsche,911 Carrera GTS,2015,23600,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,132900,11,5.63135593220339,1,0,Old
Volvo,XC70 3.2,2008,170000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,7000,18,0.041176470588235294,0,1,Old
Nissan,350Z NISMO,2008,76500,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,28000,18,0.3660130718954248,0,0,Old
Porsche,911 Turbo,2007,73500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,75499,19,1.0271972789115646,1,0,Old
Land,Rover Range Rover SWB,2020,29000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,70000,6,2.413793103448276,0,0,Moderate
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500,9,0.4250475476917757,1,0,Moderate
Lexus,IS 350 Base,2007,103000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,12900,19,0.12524271844660195,1,1,Old
Porsche,Macan S,2015,70500,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,26500,11,0.375886524822695,1,0,Old
Land,Rover Range Rover 5.0L Supercharged,2016,64000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,36995,10,0.578046875,0,0,Moderate
GMC,Savana 2500 Work Van,2018,63460,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,33000,8,0.5200126063662149,0,0,Moderate
Toyota,4Runner SR5,2018,32199,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,35500,8,1.1025187117612347,0,0,Moderate
Hyundai,Palisade SEL,2020,69487,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32000,6,0.46051779469541065,0,0,Moderate
GMC,Sierra 2500 Denali,2015,86000,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None reported,Yes,49000,11,0.5697674418604651,0,0,Old
Genesis,GV70 3.5T Sport,2022,8730,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None reported,Unknown,48219,4,5.523367697594502,0,0,New
Dodge,Ram Van 1500,2002,70000,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,8000,24,0.11428571428571428,0,0,Very Old
Chevrolet,Impala 1LT,2017,70000,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17900,9,0.2557142857142857,0,0,Moderate
Audi,A4 2.0T Premium Plus,2015,83420,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,16000,11,0.1918005274514505,1,0,Old
Nissan,Altima 2.5 S,2003,189000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,2899,23,0.015338624338624339,0,1,Very Old
Porsche,911 Carrera 4S,2017,31500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,97555,9,3.096984126984127,1,0,Moderate
BMW,X1 xDrive 28i,2015,85766,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13000,11,0.151575216286174,1,0,Old
GMC,Yukon Denali,2018,92800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,34000,8,0.36637931034482757,0,0,Moderate
Land,Rover Defender SE,2021,13970,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,75500,5,5.404438081603436,0,0,New
Porsche,911 Turbo S,2023,154,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Python Green,Black,None reported,Unknown,274900,3,1785.064935064935,1,0,New
Toyota,Land Cruiser Base,2000,265000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,None reported,Yes,15500,26,0.05849056603773585,0,1,Very Old
Scion,xB Base,2011,95426,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,8000,15,0.08383459434535662,0,0,Old
Honda,S2000 Base,2001,119900,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,18000,25,0.1501251042535446,0,1,Very Old
Mazda,CX-30 Select,2020,23162,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,25495,6,1.1007253259649425,0,0,Moderate
BMW,M4 Competition,2023,3950,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,83500,3,21.139240506329113,1,0,New
Porsche,911 Carrera 4S,2006,80000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,43000,20,0.5375,1,0,Old
Ford,F-250 Lariat,2015,94634,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,32500,11,0.34342836612633937,0,0,Old
Chevrolet,Corvette Base,2007,65000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,33885,19,0.5213076923076924,0,0,Old
Lexus,LS 460 L,2008,100000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500,18,0.115,1,0,Old
Toyota,Sienna XSE 25th Anniversary,2023,500,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,59500,3,119.0,0,0,New
Mercedes-Benz,AMG G 63 Base,2021,7856,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,China Blue,Black,None reported,Yes,425000,5,54.09877800407332,1,0,New
Audi,A4 2.0T Premium quattro,2011,181000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,5500,15,0.03038674033149171,1,1,Old
Mercedes-Benz,GLC 300 Base 4MATIC,2018,48700,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,None reported,Yes,27900,8,0.5728952772073922,1,0,Moderate
Porsche,911 Turbo Cabriolet,2009,13500,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,130000,17,9.62962962962963,1,0,Old
Toyota,86 860 Special Edition,2017,87500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,20000,9,0.22857142857142856,0,0,Moderate
Jaguar,XJ8 L,2000,45000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,12500,26,0.2777777777777778,0,0,Very Old
Chevrolet,Corvette Base,1996,85760,Gasoline,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,None reported,Yes,14500,30,0.16907649253731344,0,0,Very Old
Tesla,Model 3 Long Range,2018,36187,Unknown,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,28895,8,0.7984911708624645,0,0,Moderate
Hyundai,Tucson SEL,2022,13666,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Portofino Gray,Black,None reported,Unknown,27999,4,2.0488072588906774,0,0,New
Porsche,911 Carrera S,2007,50500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,56000,19,1.108910891089109,1,0,Old
Lincoln,Nautilus Reserve,2021,19291,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Ebony,None reported,Unknown,44340,5,2.298481157016225,0,0,New
Ford,Mustang Boss 302,2012,1295,Gasoline,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None reported,Yes,49990,14,38.602316602316606,0,0,Old
Cadillac,Escalade Premium Luxury,2017,55000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,49900,9,0.9072727272727272,0,0,Moderate
MINI,Cooper Base,2010,74000,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,9650,16,0.1304054054054054,0,0,Old
Dodge,Durango R/T,2022,14976,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,White Knuckle Clearcoat,Black,None reported,Yes,49999,4,3.3386084401709404,0,0,New
BMW,X5 xDrive35i,2018,25348,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Imperial Blue Metallic,Black,At least 1 accident or damage reported,Unknown,33889,8,1.3369496607227396,1,0,Moderate
Chevrolet,Corvette Base,2010,23133,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,35000,16,1.5129901007219124,0,0,Old
Jaguar,XE 20d Prestige,2018,34322,Diesel,2.0 Liter,Automatic,Blue,Beige,None reported,Unknown,29998,8,0.8740166656954723,0,0,Moderate
Dodge,Challenger R/T,2021,39960,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,28500,5,0.7132132132132132,0,0,New
BMW,550 i xDrive,2016,76400,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,31300,10,0.4096858638743455,1,0,Moderate
Ford,Explorer XLT,2022,18533,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Ebony,None reported,Yes,38978,4,2.103167323153294,0,0,New
GMC,Yukon XL Denali,2023,7500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,92888,3,12.385066666666667,0,0,New
INFINITI,QX80 SENSORY,2022,26520,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,64000,4,2.4132730015082955,0,0,New
Land,Rover Range Rover 3.0L Supercharged,2014,59500,E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,None reported,Yes,33800,12,0.5680672268907563,0,0,Old
Honda,Pilot EX-L,2020,44000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,34999,6,0.7954318181818182,0,0,Moderate
Pontiac,Firebird Base,2001,111000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,11000,25,0.0990990990990991,0,1,Very Old
Toyota,4Runner Limited,2016,82260,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Nautical Blue Pearl,Black,None reported,Yes,31906,10,0.38786773644541694,0,0,Moderate
Porsche,911 Carrera Cabriolet,2006,52744,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,37500,20,0.7109813438495374,1,0,Old
BMW,i8 Base,2019,28200,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Beige,At least 1 accident or damage reported,Yes,79950,7,2.8351063829787235,1,0,Moderate
Nissan,Maxima GLE,2000,194277,Gasoline,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,2300,26,0.011838766297605996,0,1,Very Old
Pontiac,Firebird Trans Am,2001,91812,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,12850,25,0.1399599180934954,0,0,Very Old
Chevrolet,Suburban Premier,2018,84224,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Jet Black,None reported,Yes,43775,8,0.5197449658054711,0,0,Moderate
BMW,X2 xDrive28i,2018,66690,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,24900,8,0.3733693207377418,1,0,Moderate
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,41500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,39848,8,0.9601927710843373,1,0,Moderate
BMW,750 i xDrive,2014,85095,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,24900,12,0.2926141371408426,1,0,Old
Volvo,S60 T5 Premier Plus,2015,39000,Gasoline,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,17900,11,0.45897435897435895,0,0,Old
Tesla,Model Y Long Range,2022,20500,Unknown,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,46500,4,2.268292682926829,0,0,New
Ford,F-350 Platinum,2019,112000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,61995,7,0.5535267857142857,0,1,Moderate
Volkswagen,ID.4 Pro S,2023,1716,Unknown,Battery Electric,Automatic,Gray,Gray w/Blue Bolsters,None reported,Unknown,39998,3,23.30885780885781,0,0,New
Audi,A3 2.0T Premium,2016,90360,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15499,10,0.17152501106684373,1,0,Moderate
Ford,Explorer Limited,2020,82146,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,None reported,Yes,30825,6,0.3752465123073552,0,0,Moderate
Ford,Mustang GT Premium,2020,16850,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,41000,6,2.4332344213649852,0,0,Moderate
Honda,S2000 Base,2003,101000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,28000,23,0.27722772277227725,0,1,Very Old
BMW,M235 i,2015,68750,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,25999,11,0.37816727272727274,1,0,Old
Lamborghini,Aventador S Base,2018,5858,Gasoline,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,491836,8,83.95971321270058,0,0,Moderate
Dodge,Durango SLT,2004,143000,Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,3200,22,0.022377622377622378,0,1,Very Old
Nissan,Armada LE,2005,152270,Gasoline,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,6900,21,0.04531424443422867,0,1,Very Old
Kia,Sorento S,2021,19605,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,Unknown,33591,5,1.713389441469013,0,0,New
Chevrolet,Silverado 1500 RST,2020,19200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,69999,6,3.64578125,0,0,Moderate
Chevrolet,Impala Base,2004,64500,Gasoline,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,5900,22,0.09147286821705426,0,0,Very Old
Toyota,Tacoma PreRunner,2011,149000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,18995,15,0.12748322147651006,0,1,Old
McLaren,570S Spider,2018,5918,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Silician Yellow,Jet Black,None reported,Unknown,179900,8,30.398783372761066,0,0,Moderate
Pontiac,Firebird Trans Am,1997,134033,Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,7200,29,0.05371811419575776,0,1,Very Old
Kia,Stinger GT1,2019,37226,Gasoline,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",Automatic,Snow White Pearl,Black,None reported,Unknown,34998,7,0.9401493579756084,0,0,Moderate
Ford,Escape SE,2017,71924,Gasoline,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,13700,9,0.19047883877426172,0,0,Moderate
Lamborghini,Huracan EVO Coupe,2021,5718,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Arancio Borealis,Nero Ade,None reported,Unknown,279991,5,48.96659671213711,0,0,New
Jeep,Wrangler Unlimited Sport,2014,122200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,21500,12,0.17594108019639934,0,1,Old
Land,Rover Range Rover Sport HST MHEV,2020,37248,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Silver,Black,None reported,Yes,54500,6,1.4631658075601375,0,0,Moderate
Chevrolet,Silverado 1500 Base,1999,88750,Gasoline,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,6800,27,0.07661971830985916,0,0,Very Old
Cadillac,XLR V,2008,64800,Gasoline,443.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,Unknown,Unknown,24700,18,0.38117283950617287,0,0,Old
Ford,Fusion Hybrid Titanium,2014,112180,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,White,Charcoal Black,None reported,Unknown,12599,12,0.11231057229452665,0,1,Old
RAM,2500 SLT,2015,149130,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35000,11,0.23469456179172535,0,1,Old
Tesla,Model Y Long Range,2020,88000,Unknown,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,35500,6,0.4034090909090909,0,0,Moderate
Toyota,Highlander XLE,2018,74000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,27950,8,0.3777027027027027,0,0,Moderate
Ford,F-150 XLT,2019,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,34500,7,0.7759784075573549,0,0,Moderate
GMC,Acadia SLE-2,2015,96000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,17000,11,0.17708333333333334,0,0,Old
